content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,tokens,clean_text,polarity_clean,sentiment_clean
Tempat belanja nyaman. Deket rumah,5,0.0,0.0,Positive,"['belanja', 'nyaman', 'deket', 'rumah']",nyaman deket rumah,0.0,Neutral
Sangat bermanfaat,5,0.0,0.0,Positive,['manfaat'],manfaat,0.0,Neutral
Bagus,5,0.0,0.0,Positive,['bagus'],,0.0,Neutral
Sangat baik,5,0.0,0.0,Positive,[],,0.0,Neutral
Tidak bisa login dan tidak dapat verivikasi email di spam pun tak ada pengembang tolong di perbaiki masalah ini,1,0.0,0.0,Negative,"['login', 'verivikasi', 'email', 'spam', 'kembang', 'tolong', 'baik']",login verivikasi email spam kembang tolong baik,0.0,Neutral
baguslah buat yg mau belanja hemat.. murah cuyy..,5,0.0,0.0,Positive,"['bagus', 'belanja', 'hemat', 'murah', 'cuyy']",hemat murah,0.0,Neutral
Banyakin Lagi Donk Promo Nya.....,5,0.0,0.0,Positive,"['banyakin', 'donk', 'promo']",banyakin donk,0.0,Neutral
"Aps ini sangat berguna banget menjadi belanjaan ringan saya ksh 5 bntg sangat berguana sekali lagi saya ucpkn terima kasih ""my super indo"" 😍",5,0.3333333333333333,0.6666666666666666,Positive,"['aps', 'guna', 'banget', 'belanja', 'ringan', 'ksh', 'bntg', 'berguana', 'ucpkn', 'terima', 'kasih', 'my', 'super', 'indo']",aps guna ringan ksh terima kasih my indo,0.0,Neutral
"jl raya manukan krajan blok 31 j no-5 tandes sumber rejeki vio vit aqucui aqua aqua,1500 aqua.600 club club,1500 club.600",5,0.0,0.0,Positive,"['jl', 'raya', 'manuk', 'krajan', 'blok', 'j', 'no', 'tandes', 'sumber', 'rejeki', 'vio', 'vit', 'aqucui', 'aqua', 'aqua', 'aqua', 'club', 'club', 'club']",jl raya manuk krajan blok j no tandes sumber rejeki aqua aqua aqua club club club,0.0,Neutral
"Ke depannya, semoga item di menu My Promo semakin banyak lagi. Biar makin sayang sama super indo. Dan ada semacam ngumpulin point yg bisa ditukar dengan free produk atau potongan harga",5,0.3666666666666667,0.7333333333333334,Positive,"['depan', 'moga', 'item', 'menu', 'my', 'promo', 'biar', 'sayang', 'super', 'indo', 'ngumpulin', 'point', 'tukar', 'free', 'produk', 'potong', 'harga']",depan moga item menu my biar sayang indo ngumpulin point tukar free produk potong,0.4,Positive
bagus,4,0.0,0.0,Positive,['bagus'],,0.0,Neutral
Banyak promo jika jadi member,5,0.0,0.0,Positive,"['promo', 'member']",member,0.0,Neutral
"Masukan aja min,, kalo bisa pke no telp biar k kasir tinggal sebutin no telp aja jdi engga perlu hafal id atau repot2 bawa handphone.. Selebihnya bagus dan memuaskan..",5,0.0,0.0,Positive,"['masuk', 'min', 'pke', 'no', 'telp', 'biar', 'k', 'kasir', 'tinggal', 'sebutin', 'no', 'telp', 'jdi', 'engga', 'hafal', 'id', 'repot', 'bawa', 'handphone', 'lebih', 'bagus', 'muas']",masuk min pke no telp biar k kasir tinggal sebutin no telp jdi engga hafal id repot bawa handphone lebih muas,0.0,Neutral
Kok gak bisa dibuka aplikasinya???,3,0.0,0.0,Neutral,"['buka', 'aplikasi']",aplikasi,0.0,Neutral
Bagus banget,5,0.0,0.0,Positive,"['bagus', 'banget']",,0.0,Neutral
Teejangkau murah2,5,0.0,0.0,Positive,"['teejangkau', 'murah']",murah,0.0,Neutral
"Murah,pelayanan nya baik&ramah-ramah",5,0.0,0.0,Positive,"['murah', 'layan', 'ramah', 'ramah']",murah ramah ramah,0.0,Neutral
OK,5,0.5,0.5,Positive,['ok'],,0.0,Neutral
Solusi belanja praktis dan ekonomis...,5,0.0,0.0,Positive,"['solusi', 'belanja', 'praktis', 'ekonomis']",solusi praktis ekonomis,0.0,Neutral
"Promo""nya menarik tpi kapan ada susu cair promo heboh kya pertama launching",4,0.0,0.0,Positive,"['promo', 'tarik', 'tpi', 'susu', 'cair', 'promo', 'heboh', 'kya', 'launching']",tarik tpi susu cair heboh kya launching,0.0,Neutral
Belanja di superindo ok,5,0.5,0.5,Positive,"['belanja', 'ok']",,0.0,Neutral
Lm bngt downloudt ny mudh2an bs,4,0.0,0.0,Positive,"['lm', 'bngt', 'downloudt', 'ny', 'mudh', 'an']",lm bngt ny an,0.0,Neutral
Mantaps,5,0.0,0.0,Positive,['mantaps'],mantaps,0.0,Neutral
Bagus bgt,5,0.0,0.0,Positive,"['bagus', 'banget']",,0.0,Neutral
Mau login setelah pendaftaran gak bisa?!,1,0.0,0.0,Negative,"['login', 'daftar']",login daftar,0.0,Neutral
Belanja nyaman dan murah,5,0.0,0.0,Positive,"['belanja', 'nyaman', 'murah']",nyaman murah,0.0,Neutral
"Pelayanan ok, MTnya ramah",5,0.5,0.5,Positive,"['layan', 'ok', 'mtnya', 'ramah']",ramah,0.0,Neutral
"Bush sugar daging juga sugar, puas pokonya",5,0.0,0.0,Positive,"['bush', 'sugar', 'daging', 'sugar', 'puas', 'poko']",sugar daging sugar puas poko,0.0,Neutral
Oke,5,0.0,0.0,Positive,['oke'],oke,0.0,Neutral
Oke memuaskan,5,0.0,0.0,Positive,"['oke', 'muas']",oke muas,0.0,Neutral
Ok,5,0.5,0.5,Positive,['ok'],,0.0,Neutral
Good..,5,0.7,0.6000000000000001,Positive,['good'],good,0.7,Positive
Oke,5,0.0,0.0,Positive,['oke'],oke,0.0,Neutral
Murah komplit segala ada,5,0.0,0.0,Positive,"['murah', 'komplit']",murah komplit,0.0,Neutral
Baik,5,0.0,0.0,Positive,[],,0.0,Neutral
"Terima kasih superindo,, makin memudahkan dalam mencari promosi",5,0.0,0.0,Positive,"['terima', 'kasih', 'mudah', 'cari', 'promosi']",terima kasih mudah cari promosi,0.0,Neutral
Superindo jaya mantap,5,0.0,0.0,Positive,"['jaya', 'mantap']",jaya mantap,0.0,Neutral
Akhirnya punya member Superindo,5,0.0,0.0,Positive,['member'],member,0.0,Neutral
Dengan adanya my superindo saya merasa sangat terbantu karena banyak promo2 yang bisa saya dapatkan,5,0.0,0.0,Positive,"['my', 'bantu', 'promo', 'dapat']",my bantu dapat,0.0,Neutral
Akhirnya pnya member superindo..belanja jadi lebih hemat,5,0.0,0.0,Positive,"['pnya', 'member', 'belanja', 'hemat']",pnya member hemat,0.0,Neutral
Aplikasi yang baik dan banyak diskon2nya,5,0.0,0.0,Positive,['diskon'],diskon,0.0,Neutral
Alhamdulillah suka sama promonya. Yg banyak yah kasih promonya,5,0.0,0.0,Positive,"['alhamdulillah', 'suka', 'promonya', 'yah', 'kasih', 'promonya']",alhamdulillah suka promonya yah kasih promonya,0.0,Neutral
Bagus dan praktis,5,0.0,0.0,Positive,"['bagus', 'praktis']",praktis,0.0,Neutral
Banyak diskonnya. Jd happy,5,0.8,1.0,Positive,"['diskon', 'happy']",diskon happy,0.8,Positive
Selalu ada promo,5,0.0,0.0,Positive,['promo'],,0.0,Neutral
bagus banget app nya,5,0.0,0.0,Positive,"['bagus', 'banget']",,0.0,Neutral
Enak belanja disuperindo,5,0.0,0.0,Positive,"['enak', 'belanja', 'disuperindo']",enak disuperindo,0.0,Neutral
Bagus apps nya bs belanja murah,5,0.0,0.0,Positive,"['bagus', 'apps', 'belanja', 'murah']",apps murah,0.0,Neutral
Suasananya nyaman karyawannya ramah,5,0.0,0.0,Positive,"['suasana', 'nyaman', 'karyawannya', 'ramah']",suasana nyaman karyawannya ramah,0.0,Neutral
Sangat baik dan ramah pelayanannya,5,0.0,0.0,Positive,"['ramah', 'layan']",ramah,0.0,Neutral
Belanja murah dan lengkap untuk keluarga ya di superindo,5,0.0,0.0,Positive,"['belanja', 'murah', 'lengkap', 'keluarga']",murah lengkap keluarga,0.0,Neutral
Sukses selalu. Mantul,5,0.0,0.0,Positive,"['sukses', 'mantul']",sukses mantul,0.0,Neutral
Baik...,5,0.0,0.0,Positive,[],,0.0,Neutral
Asyik...ada superindo...dekat dari rumah...,5,0.0,0.0,Positive,"['asyik', 'rumah']",asyik rumah,0.0,Neutral
Terima kasih superindo,5,0.0,0.0,Positive,"['terima', 'kasih']",terima kasih,0.0,Neutral
Akhirnya punya member super indo juga,5,0.3333333333333333,0.6666666666666666,Positive,"['member', 'super', 'indo']",member indo,0.0,Neutral
"Pelayanannya baguss,selalu belanja di superindo",5,0.0,0.0,Positive,"['layan', 'baguss', 'belanja']",baguss,0.0,Neutral
Aplikasi sangat bermanfaat,5,0.0,0.0,Positive,['manfaat'],manfaat,0.0,Neutral
Lingkungan bersih dan ramah,5,0.0,0.0,Positive,"['lingkung', 'bersih', 'ramah']",lingkung bersih ramah,0.0,Neutral
Bersih n bagus,5,0.0,0.0,Positive,"['bersih', 'n', 'bagus']",bersih n,0.0,Neutral
Aplikasi bagus,5,0.0,0.0,Positive,['bagus'],,0.0,Neutral
Lumayan dapat diskon cuy,5,0.0,0.0,Positive,"['lumayan', 'diskon', 'cuy']",lumayan diskon cuy,0.0,Neutral
Ok bagus,5,0.5,0.5,Positive,"['ok', 'bagus']",,0.0,Neutral
Terimakasih super indo sudah memberi layanan terbaik,5,0.3333333333333333,0.6666666666666666,Positive,"['terimakasih', 'super', 'indo', 'layan', 'baik']",terimakasih indo baik,0.0,Neutral
Bagusss,5,0.0,0.0,Positive,['bagusss'],bagusss,0.0,Neutral
Terimakasih superindo,5,0.0,0.0,Positive,['terimakasih'],terimakasih,0.0,Neutral
Promonya menarik,5,0.0,0.0,Positive,"['promonya', 'tarik']",promonya tarik,0.0,Neutral
Baguss,5,0.0,0.0,Positive,['baguss'],baguss,0.0,Neutral
Good choice,5,0.7,0.6000000000000001,Positive,"['good', 'choice']",good choice,0.7,Positive
"Aplikasi sudah baik, promo terupdate, tlong perbaiki bugs agar ketika dashboard promo per kotanya bisa bener ga di Palembang jkt aja, kedua tolong kalo bisa ada history transaksi yg khusus menggunakan app my superindo, jd klo gtu ga perlu pake resi kertas alias menghemat sampah kertas. Thanks",5,0.2,0.2,Positive,"['promo', 'terupdate', 'tlong', 'baik', 'bugs', 'dashboard', 'promo', 'kota', 'bener', 'palembang', 'jkt', 'tolong', 'history', 'transaksi', 'khusus', 'my', 'klo', 'gtu', 'pake', 'resi', 'kertas', 'alias', 'hemat', 'sampah', 'kertas', 'thanks']",terupdate tlong baik bugs kota bener palembang tolong history transaksi khusus my klo gtu pake resi kertas alias hemat sampah kertas thanks,0.2,Positive
Diskon'a lumayan murah meriah pelayanan'a ramah :),5,0.5,1.0,Positive,"['diskon', 'a', 'lumayan', 'murah', 'riah', 'layan', 'a', 'ramah']",diskon a lumayan murah riah a ramah,0.0,Neutral
Bagus,5,0.0,0.0,Positive,['bagus'],,0.0,Neutral
Suka bnget k superindo krna lengkap dan nyaman,5,0.0,0.0,Positive,"['suka', 'bnget', 'k', 'krna', 'lengkap', 'nyaman']",suka bnget k krna lengkap nyaman,0.0,Neutral
Sudah ok,5,0.5,0.5,Positive,['ok'],,0.0,Neutral
Bagus banget memudahkan customer untuk belanja dan tau lebih awal promo2,5,0.0,0.0,Positive,"['bagus', 'banget', 'mudah', 'customer', 'belanja', 'tau', 'promo']",mudah customer tau,0.0,Neutral
Sangat senang ada didekat rumah,5,0.0,0.0,Positive,"['senang', 'dekat', 'rumah']",senang dekat rumah,0.0,Neutral
Pelayanan ok,5,0.5,0.5,Positive,"['layan', 'ok']",,0.0,Neutral
Pelayanan sudah bagus,5,0.0,0.0,Positive,"['layan', 'bagus']",,0.0,Neutral
Ok,5,0.5,0.5,Positive,['ok'],,0.0,Neutral
Pelayanan oke,5,0.0,0.0,Positive,"['layan', 'oke']",oke,0.0,Neutral
Syukur alhamdulillah bisa belanja di superindo yg dekat,5,0.0,0.0,Positive,"['syukur', 'alhamdulillah', 'belanja']",syukur alhamdulillah,0.0,Neutral
ok,5,0.5,0.5,Positive,['ok'],,0.0,Neutral
Buah nya seger2 pelayanan memuaskan,5,0.0,0.0,Positive,"['buah', 'seger', 'layan', 'muas']",buah seger muas,0.0,Neutral
Bagus diskonnya,5,0.0,0.0,Positive,"['bagus', 'diskon']",diskon,0.0,Neutral
asiik seger rapi dan bersih belaja belanja disuperindo,5,0.0,0.0,Positive,"['asiik', 'seger', 'rapi', 'bersih', 'baja', 'belanja', 'disuperindo']",asiik seger rapi bersih baja disuperindo,0.0,Neutral
Discount spesial,5,0.0,0.0,Positive,"['discount', 'spesial']",discount spesial,0.0,Neutral
oke good,5,0.7,0.6000000000000001,Positive,"['oke', 'good']",oke good,0.7,Positive
Pelayanan nya bagus,5,0.0,0.0,Positive,"['layan', 'bagus']",,0.0,Neutral
Gak rugi download ... Banyak promonya .. puas dahh pokok nya mantabb....,5,0.0,0.0,Positive,"['rugi', 'download', 'promonya', 'puas', 'dahh', 'pokok', 'mantabb']",rugi download promonya puas pokok mantabb,0.0,Neutral
"Mantap, wajib di download",5,0.0,0.0,Positive,"['mantap', 'wajib', 'download']",mantap wajib download,0.0,Neutral
Ok,4,0.5,0.5,Positive,['ok'],,0.0,Neutral
My super indo menguntungkan banget .. good 👍👍👍,5,0.5166666666666666,0.6333333333333333,Positive,"['my', 'super', 'indo', 'untung', 'banget', 'good']",my indo untung good,0.7,Positive
Force close sendiri,1,0.0,0.0,Negative,"['force', 'close']",force close,0.0,Neutral
"Mantul bos😍😍😍kita bisa berkesempatan belanja gratis dan mudah2an bisa dapat hadiah umroh,,,aaminn",5,0.0,0.0,Positive,"['mantul', 'bos', 'sempat', 'belanja', 'gratis', 'mudah', 'an', 'hadiah', 'umroh', 'aaminn']",mantul bos sempat gratis mudah an hadiah umroh,0.0,Neutral
Hemat ...lhooo...belanja di my super indo,5,0.3333333333333333,0.6666666666666666,Positive,"['hemat', 'lhooo', 'belanja', 'my', 'super', 'indo']",hemat lhooo my indo,0.0,Neutral
Bagusss,5,0.0,0.0,Positive,['bagusss'],bagusss,0.0,Neutral
Bagus sih bisa tau promo sewaktu waktu tanpa harus cari info promo lagi 👍👍,5,0.0,0.0,Positive,"['bagus', 'tau', 'promo', 'cari', 'info', 'promo']",tau cari info,0.0,Neutral
Murah.. lengkap,5,0.0,0.0,Positive,"['murah', 'lengkap']",murah lengkap,0.0,Neutral
Baik,5,0.0,0.0,Positive,[],,0.0,Neutral
Good apicatiom,5,0.7,0.6000000000000001,Positive,"['good', 'apicatiom']",good,0.7,Positive
Mantab promonya yang jelas lebih murah..,5,0.0,0.0,Positive,"['mantab', 'promonya', 'murah']",mantab promonya murah,0.0,Neutral
"Kasih bintang satu ya, cozx tdk sesuai komitmen kasih promo 15rb, pdhl mau pake hari sabtu nya.. Ternyata sdh di hapus dr aplikasi.. Auto kecewa.. And uninstal lagi..",1,0.0,0.0,Negative,"['kasih', 'bintang', 'cozx', 'sesuai', 'komitmen', 'kasih', 'promo', 'rb', 'pdhl', 'pake', 'sabtu', 'hapus', 'dr', 'auto', 'kecewa', 'and', 'uninstal']",kasih bintang sesuai komitmen kasih rb pdhl pake sabtu hapus dr auto kecewa and uninstal,0.0,Neutral
Mantap sekali,5,0.0,0.0,Positive,['mantap'],mantap,0.0,Neutral
"Mobile app belum mateng diluncurkan, bagus lagi jika ada layan delivery dan sudah terintegrasi dengan uang elektronik. Jadi belanja di toko atau dari rumah bisa cashless.",1,0.0,0.0,Negative,"['mobile', 'mateng', 'luncur', 'bagus', 'layan', 'delivery', 'integrasi', 'uang', 'elektronik', 'belanja', 'toko', 'rumah', 'cashless']",mobile luncur delivery uang toko rumah,0.0,Neutral
Apps menarik dan banyak promo,5,0.0,0.0,Positive,"['apps', 'tarik', 'promo']",apps tarik,0.0,Neutral
Mantap...ak udah langganan belanja d superindo,5,0.0,0.0,Positive,"['mantap', 'ak', 'udah', 'langgan', 'belanja', 'd']",mantap ak udah langgan d,0.0,Neutral
Banyak promo khusus member... Mantap... 😍😍😍😍😍,5,0.0,0.0,Positive,"['promo', 'khusus', 'member', 'mantap']",khusus member mantap,0.0,Neutral
harga murah pelayanan ramah..maju & sukses trs super indo..,5,0.3333333333333333,0.6666666666666666,Positive,"['harga', 'murah', 'layan', 'ramah', 'maju', 'sukses', 'trs', 'super', 'indo']",murah ramah maju sukses trs indo,0.0,Neutral
Mantap.... Banyak promo menarik khusus member... 😍😍😍😍,5,0.0,0.0,Positive,"['mantap', 'promo', 'tarik', 'khusus', 'member']",mantap tarik khusus member,0.0,Neutral
"Joss tenan pokoke, dpt voucher belanja, promonya murah baget,masih ada peluang belanja gratis ,siapa tau dpt tabungan umrah pula..",5,0.0,0.0,Positive,"['joss', 'tenan', 'pokoke', 'dpt', 'voucher', 'belanja', 'promonya', 'murah', 'baget', 'peluang', 'belanja', 'gratis', 'tau', 'dpt', 'tabung', 'umrah']",joss pokoke dpt voucher promonya murah gratis tau dpt tabung umrah,0.0,Neutral
Member keren... Jrang2 mmber pkai aplikasi bnyak potongan blanja pula. Superindo keren pokok nya,5,0.0,0.0,Positive,"['member', 'keren', 'jrang', 'mmber', 'pkai', 'bnyak', 'potong', 'blanja', 'keren', 'pokok']",member keren jrang pkai bnyak potong blanja keren pokok,0.0,Neutral
Member mantep 😍😍😍😍😍promo nya asiik sekali 👍👍👍👍,5,0.0,0.0,Positive,"['member', 'mantep', 'promo', 'asiik']",member mantep asiik,0.0,Neutral
"Pengalaman luar biasa belanja ke Super Indo, banyak produk promo apalagi kalau menggunkaan aplikasi My Super Indo",5,0.3333333333333333,0.6666666666666666,Positive,"['alam', 'belanja', 'super', 'indo', 'produk', 'promo', 'menggunkaan', 'my', 'super', 'indo']",alam indo produk my indo,0.0,Neutral
"Sulit masuk aplikasinya, sdh berulangkali dicoba, sama saja. Signal bagus lho.",1,0.0,0.0,Negative,"['sulit', 'masuk', 'aplikasi', 'berulangkali', 'coba', 'signal', 'bagus', 'lho']",sulit masuk aplikasi coba signal lho,0.0,Neutral
Top,5,0.5,0.5,Positive,['top'],top,0.5,Positive
Bagus,5,0.0,0.0,Positive,['bagus'],,0.0,Neutral
"Sukaa smaa aplikasi inii diskon y ga nangung""...",5,0.0,0.0,Positive,"['sukaa', 'smaa', 'ini', 'diskon', 'y', 'nangung']",sukaa smaa diskon y,0.0,Neutral
"Sangat menyenangkan belanja di superindo hemat banyak, potongannya banyak",5,0.0,0.0,Positive,"['senang', 'belanja', 'hemat', 'potong']",senang hemat potong,0.0,Neutral
sangat menguntungkan..dngn harga yg sangat terjangkau...krn discoun yg sll ada pd tiap bulannya..dan.nyaman tempatnya...,3,0.0,0.0,Neutral,"['untung', 'dngn', 'harga', 'jangkau', 'discoun', 'sll', 'bulan', 'nyaman', 'tempat']",untung dngn jangkau discoun sll bulan nyaman tempat,0.0,Neutral
Mantaap bgt superindo ada membernyaaaaa,5,0.0,0.0,Positive,"['mantaap', 'banget', 'membernyaaaaa']",mantaap,0.0,Neutral
"Aplikasiny udah keren cuman loadingny lama banget, padahal operator seluler & HP yg dipakai dah bagus lhooo.. Saran, coba gambar yg diupload di aplikasi ukurannya diperkecil.. 200 kb/gambar cukup kali ya, yaaa kalo brosur 1MB lah.. Jadi pelanggan yg buka aplikasi g putus asa duluan.. sayang banget aplikasi bagus ntar dapay ratingny jelek gara2 loadingnya kebangetan luama",4,0.0,0.0,Positive,"['aplikasiny', 'udah', 'keren', 'cuman', 'loadingny', 'banget', 'operator', 'seluler', 'hp', 'pakai', 'dah', 'bagus', 'lhooo', 'saran', 'coba', 'gambar', 'diupload', 'ukur', 'kecil', 'kb', 'gambar', 'kali', 'yaaa', 'brosur', 'mb', 'langgan', 'buka', 'g', 'putus', 'asa', 'duluan', 'sayang', 'banget', 'bagus', 'ntar', 'dapay', 'ratingny', 'jelek', 'gara', 'loadingnya', 'banget', 'luama']",aplikasiny udah keren cuman seluler hp pakai dah lhooo saran coba gambar diupload ukur kecil gambar kali yaaa brosur mb langgan g putus asa duluan sayang ntar jelek gara loadingnya luama,0.0,Neutral
Saya sring belanja,4,0.0,0.0,Positive,"['sring', 'belanja']",,0.0,Neutral
Penasaran nunggu promo mingguannya. Semoga diskon tetap banyak ya...,5,0.0,0.0,Positive,"['penasaran', 'nunggu', 'promo', 'minggu', 'moga', 'diskon']",nunggu minggu moga diskon,0.0,Neutral
"Mantap sih aplikasinya, makin bisa berhemat :) kalau setiap berbelanja",5,0.5,1.0,Positive,"['mantap', 'aplikasi', 'hemat', 'belanja']",mantap aplikasi hemat,0.0,Neutral
👎,1,0.0,0.0,Negative,[],,0.0,Neutral
👎,1,0.0,0.0,Negative,[],,0.0,Neutral
👎,1,0.0,0.0,Negative,[],,0.0,Neutral
👎,1,0.0,0.0,Negative,[],,0.0,Neutral
👎,1,0.0,0.0,Negative,[],,0.0,Neutral
👎,1,0.0,0.0,Negative,[],,0.0,Neutral
👎,1,0.0,0.0,Negative,[],,0.0,Neutral
👎,1,0.0,0.0,Negative,[],,0.0,Neutral
👎,1,0.0,0.0,Negative,[],,0.0,Neutral
Apk kurang bermanfaat,1,0.0,0.0,Negative,"['apk', 'manfaat']",apk manfaat,0.0,Neutral
👎,1,0.0,0.0,Negative,[],,0.0,Neutral
Lama banget download nya,1,0.0,0.0,Negative,"['banget', 'download']",download,0.0,Neutral
"Besok di tambah promo koran nya ya pak atau ibu biar tambah jelas hehehe,Yang komen negatif biarin aja,Tetep setia sama Superindo pokok nya😁😁😁,",5,0.0,0.0,Positive,"['besok', 'promo', 'koran', 'biar', 'hehehe', 'komen', 'negatif', 'biarin', 'tetep', 'setia', 'pokok']",besok koran biar hehehe komen biarin tetep setia pokok,0.0,Neutral
Great,5,0.8,0.75,Positive,['great'],great,0.8,Positive
Mau daftar aolikasi utk wilayah pekalongan tidak adakah?,2,0.0,0.0,Negative,"['daftar', 'aolikasi', 'wilayah', 'kalong', 'ada']",daftar wilayah kalong ada,0.0,Neutral
Mau berangkat superindo voucher 15rb nya masih tersisa 120.089 voucher ehh udah nyampe kasir voucher telah habis. Wow amaziingg,1,0.1,1.0,Negative,"['berangkat', 'voucher', 'rb', 'sisa', 'voucher', 'ehh', 'udah', 'nyampe', 'kasir', 'voucher', 'habis', 'wow', 'amaziingg']",berangkat voucher rb sisa voucher ehh udah nyampe kasir voucher habis wow,0.1,Positive
"Mudah2an berguna bisa belanja di anterin kerumah, lumayan gak ngantri2. Dan promoin yg banyakan yah Superindo terutama buat Gula Pasir, juga Saori saos tiram, kosssoooooongg melulu, capek capek kesono , gak ada Mulu tuh 2 barang yg langka",2,0.0,0.0,Negative,"['mudah', 'an', 'guna', 'belanja', 'anterin', 'rumah', 'lumayan', 'ngantri', 'promoin', 'banyak', 'yah', 'gula', 'pasir', 'saori', 'saos', 'tiram', 'kosssoooooongg', 'melulu', 'capek', 'capek', 'sono', 'mulu', 'tuh', 'barang', 'langka']",mudah an guna rumah lumayan ngantri promoin banyak yah gula pasir melulu capek capek mulu tuh langka,0.0,Neutral
Itil,1,0.0,0.0,Negative,['itil'],,0.0,Neutral
"Semalem ke superindo, banner nya terpampang jelas Belanja 0 rupiah menggunakan apk ini. Ternyataaaa tertypu saya nya..",1,0.0,0.0,Negative,"['semalem', 'banner', 'pampang', 'belanja', 'rupiah', 'apk', 'ternyataaaa', 'tertypu']",semalem banner pampang rupiah apk,0.0,Neutral
Gooood,5,0.0,0.0,Positive,['gooood'],,0.0,Neutral
Okr,5,0.0,0.0,Positive,['okr'],,0.0,Neutral
"Ga jd instal, g dpt voucher...sory daahh",1,0.0,0.0,Negative,"['instal', 'g', 'dpt', 'voucher', 'sory', 'daahh']",instal g dpt voucher,0.0,Neutral
Tingkat kan terus,5,0.0,0.0,Positive,['tingkat'],tingkat,0.0,Neutral
terus dipertahankan dg discount yg menarik.maju terus dan sukses,5,0.0,0.0,Positive,"['tahan', 'dg', 'discount', 'tarik', 'maju', 'sukses']",tahan dg discount tarik maju sukses,0.0,Neutral
Mantabbb,5,0.0,0.0,Positive,['mantabbb'],mantabbb,0.0,Neutral
Super Indo..sangat terpercaya,5,0.3333333333333333,0.6666666666666666,Positive,"['super', 'indo', 'percaya']",indo percaya,0.0,Neutral
Sangat baik,5,0.0,0.0,Positive,[],,0.0,Neutral
Mudah utk men download My Super Indo.,5,0.3333333333333333,0.6666666666666666,Positive,"['mudah', 'men', 'download', 'my', 'super', 'indo']",mudah men download my indo,0.0,Neutral
Mudah,5,0.0,0.0,Positive,['mudah'],mudah,0.0,Neutral
"Parah yg soal voucher 15rb itu,, gmn dong klo yg dh pny voucher tp blom sempet pake voucher.nya. kan gk semua org yg dh download trus langsung blanja saat itu juga,, ayo gmn coba solusi yg dh pnya voucher tp mala gk kePake ??",1,0.0,0.0,Negative,"['parah', 'voucher', 'rb', 'gmn', 'klo', 'dh', 'pny', 'voucher', 'blom', 'sempet', 'pake', 'voucher', 'org', 'dh', 'download', 'trus', 'langsung', 'blanja', 'ayo', 'gmn', 'coba', 'solusi', 'dh', 'pnya', 'voucher', 'mala', 'kepake']",parah voucher rb gmn klo dh pny voucher blom sempet pake voucher org dh download trus langsung blanja ayo gmn coba solusi dh pnya voucher mala kepake,0.0,Neutral
Gak bisa didownload,2,0.0,0.0,Negative,['didownload'],didownload,0.0,Neutral
dorrrr boongan,1,0.0,0.0,Negative,"['dorrrr', 'boongan']",,0.0,Neutral
"Ini apa apaan ya min, apa di main kan sama kasir atau org2 karyawan nya. Kmren update masih 100rb an.pagi nya langsung ludes tidak tersisa..",1,0.16666666666666666,0.3333333333333333,Negative,"['min', 'main', 'kasir', 'org', 'karyawan', 'kmren', 'rb', 'an', 'pagi', 'langsung', 'ludes', 'sisa']",min main kasir org karyawan kmren rb an pagi langsung sisa,0.16666666666666666,Positive
Mantullll paling seneng nih belanja di Super Indo,5,0.3333333333333333,0.6666666666666666,Positive,"['mantullll', 'neng', 'nih', 'belanja', 'super', 'indo']",mantullll neng nih indo,0.0,Neutral
Parah Nih Apk,1,0.0,0.0,Negative,"['parah', 'nih', 'apk']",parah nih apk,0.0,Neutral
15k Mana Woi -_-,1,0.0,0.0,Negative,"['k', 'woi']",k woi,0.0,Neutral
Voucher 15k Gw Kok Hilanh Ya ? -_-,1,0.0,0.0,Negative,"['voucher', 'k', 'gw', 'hilanh']",voucher k gw,0.0,Neutral
Kalo Mau Ngasih Event Itu Yang Jelas ! Bikin Rugi Aja :(,1,-0.75,1.0,Negative,"['ngasih', 'event', 'bikin', 'rugi']",ngasih event bikin rugi,0.0,Neutral
Ngasih Event Kok Nggk Niat:v,1,0.0,0.0,Negative,"['ngasih', 'event', 'nggk', 'niat', 'v']",ngasih event nggk niat v,0.0,Neutral
Superindo ❤,5,0.0,0.0,Positive,[],,0.0,Neutral
"Baru daftar dan promo sudah hilang,padahal sudah di login log out juga masih tetap GK muncul...",1,0.0,0.0,Negative,"['daftar', 'promo', 'hilang', 'login', 'log', 'out', 'muncul']",daftar hilang login log out muncul,0.0,Neutral
Pelayanan bagus dan harga om,5,0.0,0.0,Positive,"['layan', 'bagus', 'harga', 'om']",,0.0,Neutral
Ok thank,5,0.5,0.5,Positive,"['ok', 'thank']",thank,0.0,Neutral
Loading parah padahal jaringan oke.. tp cm buka aplikasi ini yg muter2 mulu ga kebuka....,1,0.0,0.0,Negative,"['loading', 'parah', 'jaring', 'oke', 'cm', 'buka', 'muter', 'mulu', 'buka']",loading parah jaring oke cm muter mulu,0.0,Neutral
Aplikasi sama promosi pegawai toko nggak sinkron nyatanya bilang dapat voc 15k waktu dicek nggak ada,1,0.0,0.0,Negative,"['promosi', 'pegawai', 'toko', 'nggak', 'sinkron', 'bilang', 'voc', 'k', 'cek', 'nggak']",promosi pegawai toko nggak sinkron bilang voc k cek nggak,0.0,Neutral
Sehariaan download ga bisaa,1,0.0,0.0,Negative,"['sehariaan', 'download', 'bisaa']",download,0.0,Neutral
