content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sentiment_polarity,sentiment_subjective,wordCount,uppercaseCharCount,specialCharCount,sentiment_rating,tokens,final_tokens,clean_text,polarity_clean,sentiment_clean
Promo2 nya mantul banget,5,0,2.0.1,2020-12-25 07:18:24,,,0.0,0.0,4,1,0,Positive,"['promo', 'mantul', 'banget']",['mantul'],mantul,0.0,Neutral
Top,5,0,1.2.0,2020-12-25 06:58:29,,,0.5,0.5,1,1,0,Positive,['top'],['top'],top,0.5,Positive
"Sangat membantu, dan mendukung pengurangan penggunaan kertas",5,0,1.2.0,2020-12-25 06:55:55,,,0.0,0.0,7,1,1,Positive,"['bantu', 'dukung', 'kurang', 'guna', 'kertas']","['bantu', 'dukung', 'kurang', 'guna', 'kertas']",bantu dukung kurang guna kertas,0.0,Neutral
Banyak discount nya.,5,0,1.2.0,2020-12-25 06:41:48,,,0.0,0.0,3,1,1,Positive,['discount'],['discount'],discount,0.0,Neutral
Sangaaatttt membantu dpt info promo terbaruu di superindo..,5,0,1.2.0,2020-12-25 06:40:02,,,0.0,0.0,8,1,2,Positive,"['sangaaatttt', 'bantu', 'dpt', 'info', 'promo', 'terbaruu']","['bantu', 'dpt', 'info']",bantu dpt info,0.0,Neutral
Bagus dan informatif,5,0,1.2.0,2020-12-25 06:39:28,,,0.0,0.0,3,1,0,Positive,"['bagus', 'informatif']",['informatif'],informatif,0.0,Neutral
Sukaaa,5,0,2.0.1,2020-12-25 06:26:38,,,0.0,0.0,1,1,0,Positive,['sukaaa'],['sukaaa'],sukaaa,0.0,Neutral
Good job,5,0,1.2.0,2020-12-25 06:15:35,,,0.7,0.6000000000000001,2,1,0,Positive,"['good', 'job']","['good', 'job']",good job,0.7,Positive
Alhamdulillah terbantu dengan aplikasinya. Apalagi kalau ada diskon² gitu. Lumayan lah...,5,1,2.0.1,2020-12-25 05:57:42,,,0.0,0.0,11,3,5,Positive,"['alhamdulillah', 'bantu', 'aplikasi', 'diskon', 'gitu', 'lumayan']","['alhamdulillah', 'bantu', 'aplikasi', 'diskon', 'gitu', 'lumayan']",alhamdulillah bantu aplikasi diskon gitu lumayan,0.0,Neutral
Super indo makin jaya,5,0,1.2.0,2020-12-25 05:40:28,,,0.3333333333333333,0.6666666666666666,4,1,0,Positive,"['super', 'indo', 'jaya']","['indo', 'jaya']",indo jaya,0.0,Neutral
Sangat memuaskan 👍👍,5,0,1.2.0,2020-12-25 05:36:42,,,0.0,0.0,3,1,0,Positive,['muas'],['muas'],muas,0.0,Neutral
Di suruh perbaharui tp kok susaah yaa Padahal mau di buat belanaja Hmmmmm.,1,0,1.2.0,2020-12-25 05:23:22,,,0.0,0.0,13,3,1,Negative,"['suruh', 'baharu', 'susaah', 'yaa', 'belanaja', 'hmmmmm']","['suruh', 'baharu', 'yaa']",suruh baharu yaa,0.0,Neutral
Semoga pelayanan semakin bagus. Byk diskon nya,5,0,,2020-12-25 05:13:15,,,0.0,0.0,7,2,1,Positive,"['moga', 'layan', 'bagus', 'byk', 'diskon']","['moga', 'byk', 'diskon']",moga byk diskon,0.0,Neutral
sangat membantu dengan harga promonya&petugasnya pun ramah ramah,5,0,2.0.1,2020-12-25 05:06:31,,,0.0,0.0,8,0,1,Positive,"['bantu', 'harga', 'promonya', 'tugas', 'ramah', 'ramah']","['bantu', 'promonya', 'tugas', 'ramah', 'ramah']",bantu promonya tugas ramah ramah,0.0,Neutral
"Dengan aplikasi ini bisa tau ada banyak promoan yg menarik,thanks superindo",5,0,2.0.1,2020-12-25 04:29:45,,,0.0,0.0,11,1,1,Positive,"['tau', 'promoan', 'tarik', 'thanks']","['tau', 'promoan', 'tarik', 'thanks']",tau promoan tarik thanks,0.2,Positive
Bisa cek diskonya dlu sblm datang,5,0,1.2.0,2020-12-25 04:02:05,,,0.0,0.0,6,1,0,Positive,"['cek', 'disko', 'dlu', 'sblm']","['cek', 'disko', 'dlu', 'sblm']",cek disko dlu sblm,0.0,Neutral
Sinkronisasi dengan gairah belanja,5,0,1.2.0,2020-12-25 01:46:46,,,0.0,0.0,4,1,0,Positive,"['sinkronisasi', 'gairah', 'belanja']",[],,0.0,Neutral
"Ok dn nyaman, ,",5,0,1.2.0,2020-12-25 00:25:26,,,0.5,0.5,4,1,2,Positive,"['ok', 'dn', 'nyaman']","['dn', 'nyaman']",dn nyaman,0.0,Neutral
Banyak promo,5,0,2.0.0,2020-12-24 23:49:16,,,0.0,0.0,2,1,0,Positive,['promo'],[],,0.0,Neutral
Baik memuaskan sempurna... top. Top..top,5,0,2.0.1,2020-12-24 23:44:41,,,0.5,0.5,5,2,6,Positive,"['muas', 'sempurna', 'top', 'top', 'top']","['muas', 'sempurna', 'top', 'top', 'top']",muas sempurna top top top,0.5,Positive
Good,5,0,1.2.0,2020-12-24 23:40:47,,,0.7,0.6000000000000001,1,1,0,Positive,['good'],['good'],good,0.7,Positive
TDK bisa digunakan mbak updatenya?,1,0,,2020-12-24 22:30:37,,,0.0,0.0,5,3,1,Negative,"['mbak', 'updatenya']","['mbak', 'updatenya']",mbak updatenya,0.0,Neutral
Kereen,5,0,1.2.0,2020-12-24 22:21:29,,,0.0,0.0,1,1,0,Positive,['kereen'],['kereen'],kereen,0.0,Neutral
Good,5,0,1.2.0,2020-12-24 22:14:43,,,0.7,0.6000000000000001,1,1,0,Positive,['good'],['good'],good,0.7,Positive
OK,5,0,1.2.0,2020-12-24 22:00:22,,,0.5,0.5,1,2,0,Positive,['ok'],[],,0.0,Neutral
Sangat berguna aplikasi ini langsung jadi member tanpa repot2....go green juga....recomendeedjuga....recomended lah...,5,0,2.0.0,2020-12-24 21:31:47,,,-0.2,0.3,12,1,15,Positive,"['guna', 'langsung', 'member', 'repot', 'go', 'green', 'recomendeedjuga', 'recomended']","['guna', 'langsung', 'member', 'repot', 'go', 'green', 'recomended']",guna langsung member repot go green recomended,-0.2,Negative
banyak promonya..,5,0,1.2.0,2020-12-24 21:25:24,,,0.0,0.0,2,0,2,Positive,['promonya'],['promonya'],promonya,0.0,Neutral
Gak akan pernah bosan belanja di Super indo 👍,5,0,2.0.1,2020-12-24 21:17:04,,,0.3333333333333333,0.6666666666666666,9,2,0,Positive,"['bosan', 'belanja', 'super', 'indo']","['bosan', 'indo']",bosan indo,0.0,Neutral
Baru diperbaruin udh minta di perbarui lagi.,3,0,1.2.0,2020-12-24 21:14:41,,,0.0,0.0,7,1,1,Neutral,"['diperbaruin', 'baru']",['baru'],baru,0.0,Neutral
Belanja ok banget,5,0,,2020-12-24 21:05:36,,,0.5,0.5,3,1,0,Positive,"['belanja', 'ok', 'banget']",[],,0.0,Neutral
Barangnya lengkap dan ayam daging fress,4,0,1.1.1,2020-12-24 20:55:33,,,0.0,0.0,6,1,0,Positive,"['barang', 'lengkap', 'ayam', 'daging', 'fress']","['lengkap', 'ayam', 'daging', 'fress']",lengkap ayam daging fress,0.0,Neutral
Okeeeee,5,0,1.2.0,2020-12-24 20:36:10,,,0.0,0.0,1,1,0,Positive,['okeeeee'],['okeeeee'],okeeeee,0.0,Neutral
Belanja di my supet inda sangat memuaskn,5,0,2.0.0,2020-12-24 20:33:38,,,0.0,0.0,7,1,0,Positive,"['belanja', 'my', 'supet', 'inda', 'memuaskn']","['my', 'supet', 'memuaskn']",my supet memuaskn,0.0,Neutral
Aplikasi ini berpotensi membuat pelanggan dan kasir saling menulari virus. Coba dipikirkan cara lain supaya kasir tidak perlu memegang gadget pelanggan.,1,0,1.2.0,2020-12-24 20:31:18,,,0.0,0.0,21,2,2,Negative,"['potensi', 'langgan', 'kasir', 'tular', 'virus', 'coba', 'pikir', 'kasir', 'pegang', 'gadget', 'langgan']","['langgan', 'kasir', 'coba', 'pikir', 'kasir', 'pegang', 'gadget', 'langgan']",langgan kasir coba pikir kasir pegang gadget langgan,0.0,Neutral
"Sayang aplikasi ini selalu harus di update, kalo bisa di update cukup setahun sekali atau paling cepat 6 bln",5,0,,2020-12-24 20:11:40,,,0.0,0.0,19,1,1,Positive,"['sayang', 'tahun', 'cepat', 'bln']","['sayang', 'tahun', 'cepat', 'bln']",sayang tahun cepat bln,0.0,Neutral
Baik,4,0,,2020-12-24 20:08:27,,,0.0,0.0,1,1,0,Positive,[],[],,0.0,Neutral
Mantap,5,0,1.2.0,2020-12-24 20:02:16,,,0.0,0.0,1,1,0,Positive,['mantap'],['mantap'],mantap,0.0,Neutral
Cakepp bin manteb,5,0,1.2.0,2020-12-24 19:58:09,,,0.0,0.0,3,1,0,Positive,"['cakepp', 'bin', 'manteb']",['manteb'],manteb,0.0,Neutral
Good,5,0,1.2.0,2020-12-24 19:52:42,,,0.7,0.6000000000000001,1,1,0,Positive,['good'],['good'],good,0.7,Positive
"Awalnya exited krna dgn jd member lumayan dpt potongan harga, tp baru berapa kali pakai aplikasi eror, dibuka susah. udh diperbaharui msh susah masuk. kecewa deh.",3,15,2.0.1,2020-12-24 19:15:07,,,0.0,0.0,26,1,5,Neutral,"['exited', 'krna', 'member', 'lumayan', 'dpt', 'potong', 'harga', 'kali', 'pakai', 'eror', 'buka', 'susah', 'baharu', 'susah', 'masuk', 'kecewa']","['krna', 'member', 'lumayan', 'dpt', 'potong', 'kali', 'pakai', 'eror', 'susah', 'baharu', 'susah', 'masuk', 'kecewa']",krna member lumayan dpt potong kali pakai eror susah baharu susah masuk kecewa,0.0,Neutral
AdA voucher belanja,5,0,,2020-12-24 18:56:35,,,0.0,0.0,3,2,0,Positive,"['voucher', 'belanja']",['voucher'],voucher,0.0,Neutral
Good,5,0,2.0.0,2020-12-24 18:48:37,,,0.7,0.6000000000000001,1,1,0,Positive,['good'],['good'],good,0.7,Positive
Mantap betul,5,0,2.0.0,2020-12-24 18:38:29,,,0.0,0.0,2,1,0,Positive,['mantap'],['mantap'],mantap,0.0,Neutral
Pelayanan dan infirmsinya sgt baik,5,0,1.2.0,2020-12-24 18:36:56,,,0.0,0.0,5,1,0,Positive,"['layan', 'infirmsinya', 'sgt']",['sgt'],sgt,0.0,Neutral
Aplikasi yg membantu para bu ibu untuk cari promo. 👍,5,0,2.0.1,2020-12-24 18:25:38,,,0.0,0.0,10,1,1,Positive,"['bantu', 'bu', 'cari', 'promo']","['bantu', 'bu', 'cari']",bantu bu cari,0.0,Neutral
Good,5,0,1.2.0,2020-12-24 18:04:01,,,0.7,0.6000000000000001,1,1,0,Positive,['good'],['good'],good,0.7,Positive
Good,5,0,1.2.0,2020-12-24 18:01:33,,,0.7,0.6000000000000001,1,1,0,Positive,['good'],['good'],good,0.7,Positive
Tempat berbelanja yang nyaman dan mendahulukan protokol kesehatan 👍✨,5,0,2.0.1,2020-12-24 17:56:16,,,0.0,0.0,9,1,0,Positive,"['belanja', 'nyaman', 'dahulu', 'protokol', 'sehat']","['nyaman', 'protokol', 'sehat']",nyaman protokol sehat,0.0,Neutral
Dikit2 update,3,0,1.2.0,2020-12-24 17:46:34,,,0.0,0.0,2,1,0,Neutral,['dikit'],['dikit'],dikit,0.0,Neutral
Rafael rasa rretr r,3,0,1.2.0,2020-12-24 17:29:41,,,0.0,0.0,4,1,0,Neutral,"['rafael', 'rretr', 'r']",[],,0.0,Neutral
Msh baru tapi kenapa hrs diperbarui,2,0,,2020-12-24 17:25:42,,,0.0,0.0,6,1,0,Negative,"['hrs', 'baru']","['hrs', 'baru']",hrs baru,0.0,Neutral
Puass,5,0,1.2.0,2020-12-24 17:13:16,,,0.0,0.0,1,1,0,Positive,['puass'],['puass'],puass,0.0,Neutral
Baik,5,0,2.0.1,2020-12-24 17:13:02,,,0.0,0.0,1,1,0,Positive,[],[],,0.0,Neutral
Sangat membantu banget aplikasi superindo kayak gni... makin semangat belanja buat buibu yg suka diskon kayak akuu 😄😅😅,5,0,2.0.1,2020-12-24 17:11:50,,,0.0,0.0,18,1,3,Positive,"['bantu', 'banget', 'kayak', 'gni', 'semangat', 'belanja', 'buibu', 'suka', 'diskon', 'kayak', 'akuu']","['bantu', 'kayak', 'semangat', 'suka', 'diskon', 'kayak']",bantu kayak semangat suka diskon kayak,0.0,Neutral
pelayanan bagus dan ramah ramah serta harga terjangkau dan kualitas barangnya bagus 😎👍,5,0,,2020-12-24 17:10:17,,,0.0,0.0,13,0,0,Positive,"['layan', 'bagus', 'ramah', 'ramah', 'harga', 'jangkau', 'kualitas', 'barang', 'bagus']","['ramah', 'ramah', 'jangkau', 'kualitas']",ramah ramah jangkau kualitas,0.0,Neutral
Baik,5,0,1.2.0,2020-12-24 17:06:11,,,0.0,0.0,1,1,0,Positive,[],[],,0.0,Neutral
Pelayanan baik dan harga utk promo menyenangkan murah,5,0,1.2.0,2020-12-24 16:59:11,,,0.0,0.0,8,1,0,Positive,"['layan', 'harga', 'promo', 'senang', 'murah']","['senang', 'murah']",senang murah,0.0,Neutral
Belanja di superindo menyenangkan dan gak ribet promonya,5,0,2.0.1,2020-12-24 16:58:11,,,0.0,0.0,8,1,0,Positive,"['belanja', 'senang', 'ribet', 'promonya']","['senang', 'ribet', 'promonya']",senang ribet promonya,0.0,Neutral
Nyaman,5,0,2.0.0,2020-12-24 16:41:55,,,0.0,0.0,1,1,0,Positive,['nyaman'],['nyaman'],nyaman,0.0,Neutral
Barang barang ok,5,0,1.2.0,2020-12-24 16:36:27,,,0.5,0.5,3,1,0,Positive,"['barang', 'barang', 'ok']",[],,0.0,Neutral
Senang belanja disuperindo 😊😊😊,5,0,2.0.0,2020-12-24 16:35:40,,,0.0,0.0,4,1,0,Positive,"['senang', 'belanja', 'disuperindo']","['senang', 'disuperindo']",senang disuperindo,0.0,Neutral
Asyiiik diskon nya banyak,5,0,2.0.0,2020-12-24 16:35:40,,,0.0,0.0,4,1,0,Positive,"['asyiiik', 'diskon']",['diskon'],diskon,0.0,Neutral
Tempat belanja kebutuhan sehari hari ter the best...,5,0,1.2.0,2020-12-24 16:29:15,,,1.0,0.3,8,1,3,Positive,"['belanja', 'butuh', 'hari', 'ter', 'the', 'best']","['butuh', 'hari', 'ter', 'the', 'best']",butuh hari ter the best,1.0,Positive
sering error,1,0,2.0.1,2020-12-24 16:20:02,,,0.0,0.0,2,0,0,Negative,['error'],['error'],error,0.0,Neutral
"Bagus banyak promo"" ny disuperindo tingkatkan pelayanan ny ya jangan jangan sombong pelayanny,yg ramah seperti pelayan yg udah lama"" dulu ya trimakasih",5,1,2.0.0,2020-12-24 16:02:22,,,0.0,0.0,22,1,3,Positive,"['bagus', 'promo', 'ny', 'disuperindo', 'tingkat', 'layan', 'ny', 'sombong', 'pelayanny', 'ramah', 'layan', 'udah', 'trimakasih']","['ny', 'disuperindo', 'tingkat', 'ny', 'sombong', 'ramah', 'udah', 'trimakasih']",ny disuperindo tingkat ny sombong ramah udah trimakasih,0.0,Neutral
Superindo pro kes nya ok banget,5,0,1.2.0,2020-12-24 15:57:20,,,0.5,0.5,6,1,0,Positive,"['pro', 'kes', 'ok', 'banget']",['pro'],pro,0.0,Neutral
Byk diskon y,5,0,1.2.0,2020-12-24 15:54:09,,,0.0,0.0,3,1,0,Positive,"['byk', 'diskon', 'y']","['byk', 'diskon', 'y']",byk diskon y,0.0,Neutral
Ok,5,0,1.2.0,2020-12-24 15:48:19,,,0.5,0.5,1,1,0,Positive,['ok'],[],,0.0,Neutral
"Barang lengkap, harga bersaing",5,0,2.0.1,2020-12-24 15:43:13,,,0.0,0.0,4,1,1,Positive,"['barang', 'lengkap', 'harga', 'saing']","['lengkap', 'saing']",lengkap saing,0.0,Neutral
Cukup membantuh...mantabb,5,0,1.2.0,2020-12-24 15:26:44,,,0.0,0.0,2,1,3,Positive,"['membantuh', 'mantabb']",['mantabb'],mantabb,0.0,Neutral
Gabisa dipembarui,3,0,,2020-12-24 15:18:04,,,0.0,0.0,2,1,0,Neutral,"['gabisa', 'baru']","['gabisa', 'baru']",gabisa baru,0.0,Neutral
"Sangat bermanfaat aplikasi, khusus nya diskonan nya",5,0,1.2.0,2020-12-24 15:14:59,,,0.0,0.0,7,1,1,Positive,"['manfaat', 'khusus', 'diskon']","['manfaat', 'khusus', 'diskon']",manfaat khusus diskon,0.0,Neutral
Minta pembaharuan terusss,3,0,2.0.1,2020-12-24 15:09:48,,,0.0,0.0,3,1,0,Neutral,"['baharu', 'terusss']","['baharu', 'terusss']",baharu terusss,0.0,Neutral
"Karyawanya ramah dr mulai satpan, kasir dll.",4,0,2.0.1,2020-12-24 15:07:14,,,0.0,0.0,7,1,2,Positive,"['karyawanya', 'ramah', 'dr', 'satpan', 'kasir', 'dll']","['karyawanya', 'ramah', 'dr', 'kasir', 'dll']",karyawanya ramah dr kasir dll,0.0,Neutral
"Sangat membantu ketika mau belanja,memudahkan saya untuk cari barang yg sdg promo..",5,0,1.2.0,2020-12-24 15:04:49,,,0.0,0.0,12,1,3,Positive,"['bantu', 'belanja', 'mudah', 'cari', 'barang', 'sdg', 'promo']","['bantu', 'mudah', 'cari', 'sdg']",bantu mudah cari sdg,0.0,Neutral
Kenaapa aplikasinya harus sering di ulang,3,0,1.2.0,2020-12-24 15:04:21,,,0.0,0.0,6,1,0,Neutral,"['kenaapa', 'aplikasi', 'ulang']","['aplikasi', 'ulang']",aplikasi ulang,0.0,Neutral
The best,5,0,1.2.0,2020-12-24 15:00:55,,,1.0,0.3,2,1,0,Positive,"['the', 'best']","['the', 'best']",the best,1.0,Positive
Ok,5,0,2.0.1,2020-12-24 14:59:41,,,0.5,0.5,1,1,0,Positive,['ok'],[],,0.0,Neutral
Mantap,5,0,2.0.1,2020-12-24 14:53:13,,,0.0,0.0,1,1,0,Positive,['mantap'],['mantap'],mantap,0.0,Neutral
Mantapp,5,0,,2020-12-24 14:47:44,,,0.0,0.0,1,1,0,Positive,['mantapp'],['mantapp'],mantapp,0.0,Neutral
"Seneng belanja di superindo, banyak diskon",5,0,1.2.0,2020-12-24 14:34:37,,,0.0,0.0,6,1,1,Positive,"['neng', 'belanja', 'diskon']","['neng', 'diskon']",neng diskon,0.0,Neutral
Super indo mantap deh,5,0,1.2.0,2020-12-24 14:34:26,,,0.3333333333333333,0.6666666666666666,4,1,0,Positive,"['super', 'indo', 'mantap']","['indo', 'mantap']",indo mantap,0.0,Neutral
Tempat belanja yg nyaman dan lengkàp banyak promo senang belanja di superindo,5,1,2.0.1,2020-12-24 14:26:47,,,0.0,0.0,12,1,0,Positive,"['belanja', 'nyaman', 'lengk', 'p', 'promo', 'senang', 'belanja']","['nyaman', 'p', 'senang']",nyaman p senang,0.0,Neutral
"This is my first supermarket application that I ever install, and overall Oke",5,0,2.0.1,2020-12-24 14:22:36,,,0.125,0.16666666666666666,13,3,1,Positive,"['this', 'is', 'my', 'first', 'supermarket', 'application', 'that', 'i', 'ever', 'install', 'and', 'overall', 'oke']","['this', 'is', 'my', 'first', 'supermarket', 'application', 'that', 'i', 'install', 'and', 'overall', 'oke']",this is my first supermarket application that i install and overall oke,0.125,Positive
Diskonnya harus dikasih tanda,5,0,2.0.0,2020-12-24 14:15:33,,,0.0,0.0,4,1,0,Positive,"['diskon', 'kasih', 'tanda']","['diskon', 'kasih', 'tanda']",diskon kasih tanda,0.0,Neutral
Mantab,4,0,1.2.0,2020-12-24 14:11:00,,,0.0,0.0,1,1,0,Positive,['mantab'],['mantab'],mantab,0.0,Neutral
Banyak barang promo yang diperlukan sehari hari,5,0,1.2.0,2020-12-24 14:07:38,,,0.0,0.0,7,1,0,Positive,"['barang', 'promo', 'hari']",['hari'],hari,0.0,Neutral
Jozzz,5,0,1.2.0,2020-12-24 14:02:38,,,0.0,0.0,1,1,0,Positive,['jozzz'],['jozzz'],jozzz,0.0,Neutral
Bagus,5,0,1.2.0,2020-12-24 14:02:34,,,0.0,0.0,1,1,0,Positive,['bagus'],[],,0.0,Neutral
Ok,5,0,1.2.0,2020-12-24 13:32:26,,,0.5,0.5,1,1,0,Positive,['ok'],[],,0.0,Neutral
"Oke, sangat membantu!",5,0,,2020-12-24 13:26:55,,,0.0,0.0,3,1,2,Positive,"['oke', 'bantu']","['oke', 'bantu']",oke bantu,0.0,Neutral
👍👍👍👍,5,0,1.2.0,2020-12-24 13:20:07,,,0.0,0.0,1,0,0,Positive,[],[],,0.0,Neutral
Memuaskan,4,0,2.0.1,2020-12-24 13:17:21,,,0.0,0.0,1,1,0,Positive,['muas'],['muas'],muas,0.0,Neutral
Top,5,0,,2020-12-24 13:13:03,,,0.5,0.5,1,1,0,Positive,['top'],['top'],top,0.5,Positive
"Sangat membantu sekali dalam promo dan diskon, belanja",5,0,2.0.1,2020-12-24 13:12:04,,,0.0,0.0,8,1,1,Positive,"['bantu', 'promo', 'diskon', 'belanja']","['bantu', 'diskon']",bantu diskon,0.0,Neutral
"aplikasi sangat bermanfaat,,,banyak banget potongan harganya🥰🥰🥰🥰🥰",5,0,2.0.0,2020-12-24 13:11:24,,,0.0,0.0,6,0,3,Positive,"['manfaat', 'banget', 'potong', 'harga']","['manfaat', 'potong']",manfaat potong,0.0,Neutral
"Harga lbh murah.. buah & sayuran, daging fresh..",5,0,1.2.0,2020-12-24 13:09:07,,,0.3,0.5,8,1,6,Positive,"['harga', 'lbh', 'murah', 'buah', 'sayur', 'daging', 'fresh']","['lbh', 'murah', 'buah', 'sayur', 'daging', 'fresh']",lbh murah buah sayur daging fresh,0.3,Positive
Lumayan,4,0,,2020-12-24 13:07:11,,,0.0,0.0,1,1,0,Positive,['lumayan'],['lumayan'],lumayan,0.0,Neutral
Banyak discount,5,0,1.2.0,2020-12-24 13:04:10,,,0.0,0.0,2,1,0,Positive,['discount'],['discount'],discount,0.0,Neutral
Mantab,5,0,2.0.1,2020-12-24 13:04:00,,,0.0,0.0,1,1,0,Positive,['mantab'],['mantab'],mantab,0.0,Neutral
berkualitas,5,0,2.0.1,2020-12-24 12:59:02,,,0.0,0.0,1,0,0,Positive,['kualitas'],['kualitas'],kualitas,0.0,Neutral
Superindo nyaman dan lengkap,5,0,2.0.1,2020-12-24 12:57:20,,,0.0,0.0,4,1,0,Positive,"['nyaman', 'lengkap']","['nyaman', 'lengkap']",nyaman lengkap,0.0,Neutral
Keren murah2 promo nya,5,0,1.2.0,2020-12-24 12:56:41,,,0.0,0.0,4,1,0,Positive,"['keren', 'murah', 'promo']","['keren', 'murah']",keren murah,0.0,Neutral
Sangat mudah belanja pake app my superindo..udh gtu bnyak promoannya😍😍👍👍👍👍,5,0,2.0.1,2020-12-24 12:56:09,,,0.0,0.0,10,1,2,Positive,"['mudah', 'belanja', 'pake', 'my', 'gtu', 'bnyak', 'promoannya']","['mudah', 'pake', 'my', 'gtu', 'bnyak']",mudah pake my gtu bnyak,0.0,Neutral
Superindo harganya low,5,0,2.0.1,2020-12-24 12:53:58,,,0.0,0.3,3,1,0,Positive,"['harga', 'low']",[],,0.0,Neutral
Bismillah.belanja di Superindo sangat nyaman...banyak pilihannya.Superindo super segar pula.,5,0,2.0.1,2020-12-24 12:48:17,,,0.3333333333333333,0.6666666666666666,9,3,6,Positive,"['bismillah', 'belanja', 'nyaman', 'pilih', 'super', 'segar']","['bismillah', 'nyaman', 'pilih', 'segar']",bismillah nyaman pilih segar,0.0,Neutral
Harusperbaiki lagi,4,0,2.0.1,2020-12-24 12:39:58,,,0.0,0.0,2,1,0,Positive,['harusperbaiki'],[],,0.0,Neutral
Nyaman aman,4,0,2.0.1,2020-12-24 12:35:14,,,0.0,0.0,2,1,0,Positive,"['nyaman', 'aman']","['nyaman', 'aman']",nyaman aman,0.0,Neutral
Baik.,4,0,1.2.0,2020-12-24 12:34:29,,,0.0,0.0,1,1,1,Positive,[],[],,0.0,Neutral
Good,5,0,,2020-12-24 12:33:50,,,0.7,0.6000000000000001,1,1,0,Positive,['good'],['good'],good,0.7,Positive
Sangat membantu sekali thank you,5,0,1.2.0,2020-12-24 12:26:01,,,0.0,0.0,5,1,0,Positive,"['bantu', 'thank', 'you']","['bantu', 'thank', 'you']",bantu thank you,0.0,Neutral
Banyakin diskonnya,4,0,2.0.1,2020-12-24 12:24:38,,,0.0,0.0,2,1,0,Positive,"['banyakin', 'diskon']","['banyakin', 'diskon']",banyakin diskon,0.0,Neutral
Tdk dpt di gunakan saat mau belanja atau bayar di kasir,3,0,2.0.1,2020-12-24 12:24:14,,,0.0,0.0,11,1,0,Neutral,"['dpt', 'belanja', 'bayar', 'kasir']","['dpt', 'bayar', 'kasir']",dpt bayar kasir,0.0,Neutral
Ok,5,0,2.0.1,2020-12-24 12:23:48,,,0.5,0.5,1,1,0,Positive,['ok'],[],,0.0,Neutral
"yg dipromokan di ig (bukan koran reguler) jg diupdate di app donk, trs jg sayang nya blm bisa blanja onlen di app",4,0,2.0.1,2020-12-24 12:21:40,,,0.0,0.0,22,0,3,Positive,"['dipromokan', 'ig', 'koran', 'reguler', 'diupdate', 'donk', 'trs', 'sayang', 'blanja', 'onlen']","['ig', 'koran', 'reguler', 'diupdate', 'donk', 'trs', 'sayang', 'blanja']",ig koran reguler diupdate donk trs sayang blanja,0.0,Neutral
Opening superindo tambun ada dichanel youtube nerizhang official,5,0,2.0.1,2020-12-24 12:14:23,,,0.0,0.0,8,1,0,Positive,"['opening', 'tambun', 'dichanel', 'youtube', 'nerizhang', 'official']","['opening', 'tambun', 'youtube']",opening tambun youtube,0.0,Neutral
Ok,5,0,1.2.0,2020-12-24 12:06:17,,,0.5,0.5,1,1,0,Positive,['ok'],[],,0.0,Neutral
Ok,5,0,2.0.1,2020-12-24 12:04:45,,,0.5,0.5,1,1,0,Positive,['ok'],[],,0.0,Neutral
Bagus Sekali,5,0,1.2.0,2020-12-24 11:57:36,,,0.0,0.0,2,2,0,Positive,['bagus'],[],,0.0,Neutral
Semoga selalu jaya Superindo...,5,0,1.2.0,2020-12-24 11:57:30,,,0.0,0.0,4,2,3,Positive,"['moga', 'jaya']","['moga', 'jaya']",moga jaya,0.0,Neutral
Bagusssss,5,0,1.2.0,2020-12-24 11:56:29,,,0.0,0.0,1,1,0,Positive,['bagusssss'],['bagusssss'],bagusssss,0.0,Neutral
Lumayan lah,5,0,1.2.0,2020-12-24 11:54:50,,,0.0,0.0,2,1,0,Positive,['lumayan'],['lumayan'],lumayan,0.0,Neutral
Ok,5,0,2.0.0,2020-12-24 11:54:21,,,0.5,0.5,1,1,0,Positive,['ok'],[],,0.0,Neutral
Hanya bisa ucapkan Terima Kasih.,5,0,1.2.0,2020-12-24 11:51:41,,,0.0,0.0,5,3,1,Positive,"['ucap', 'terima', 'kasih']","['terima', 'kasih']",terima kasih,0.0,Neutral
"Selama saya belanja di superindo secara keseluruhan baik dari pramuniaganya , satpamnya, dan discount yang di berikan juga , hanya sekarang kalau promo minyak harus beli sesuatu dulu baru bisa dapat discount ga kaya dl tanpa embel2 itu saja koreksinya",5,0,1.2.0,2020-12-24 11:48:37,,,0.0,0.0,40,1,3,Positive,"['belanja', 'pramuniaga', 'satpam', 'discount', 'promo', 'minyak', 'beli', 'discount', 'kaya', 'dl', 'embel', 'koreksi']","['pramuniaga', 'satpam', 'discount', 'minyak', 'beli', 'discount', 'kaya', 'dl', 'embel', 'koreksi']",pramuniaga satpam discount minyak beli discount kaya dl embel koreksi,0.0,Neutral
Nyaman dan aman,5,0,2.0.1,2020-12-24 11:45:34,,,0.0,0.0,3,1,0,Positive,"['nyaman', 'aman']","['nyaman', 'aman']",nyaman aman,0.0,Neutral
banyak promonya,5,0,2.0.1,2020-12-24 11:44:17,,,0.0,0.0,2,0,0,Positive,['promonya'],['promonya'],promonya,0.0,Neutral
Bersih,5,0,2.0.1,2020-12-24 11:43:56,,,0.0,0.0,1,1,0,Positive,['bersih'],['bersih'],bersih,0.0,Neutral
Bagus,5,0,2.0.1,2020-12-24 11:41:51,,,0.0,0.0,1,1,0,Positive,['bagus'],[],,0.0,Neutral
