content,score,sentiment_rating,emoticon_happy_emoticon,emoticon_sad_emoticon,emoticon_wink_emoticon,emoticon_love_emoticon,emoticon_emoji_smile,emoticon_emoji_sad,emoticon_emoji_angry,caps_count,url_count,email_count,hashtag_count,mention_count,complaint_technical_issues,complaint_quality_issues,complaint_missing_features,complaint_performance_issues,complaint_security_concerns,complaint_payment_issues,complaint_customer_service,complaint_total,is_complaint,review_type
"Tuntunan up grade aplikasi tidak jelas, tidak bisa dilakukan dengan mudah, akhirnya hanya keluar ""anda sudah terdaftar di my super indo, silahkan cek email"". Apa sudah up graded? Saran : langsung buat sekali klik aja dan otomatis sistem super indo yang kerja mengup grade, tim IT super indo yang lebih kreatif, jangan mempersulit pelanggan.",1,Negative,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,True,mixed
Lebih mueah pake member my superindo,4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Ga bisa di buka sama skali aplikasinya,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Mending versi yg lama liat katalog gak ribet.drpd ga bs d pake mending d hapus aja dr googlestore,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,True,informational
Udh bs masuk pake google chrome,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Setelah diperbarui.. hmm lebih suka tampilan yg lama,yg baru kurang menarik dan kurang simpel",3,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Tidak bisa login Minta ganti password tp tetep gak bisa Udah lama kek gini. Gak ada perbaikan Akhirnya belanja selalu gak pake member Kasirnya di tanya gak tau juga Harus gimana ini. Gak ada penjelasan dan perbaikan,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,4,True,mixed
"terlalu kebanyakan update, pas mau pake diminta update terus, karna kelamaan di mesin kasir, jadi ga kepake aplikasi nya, gabut banget ☹️👎",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
"Gabisa login, masukin gmail pas di verify eror 404, giliran buka apk nya gmail belum terdaftar, nyoba daftar pake gmail yg sama katanya sudah terdaftar, sebenarnya udah apa belum, tolong dibantu, saya sudah mencoba menghubungi di email. Mohon dibalas. Terimakasih.",2,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
malah bikin ribet... enakan yg kemaren,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,request
Keren,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"kenapa log out sendiri anj mana lupa pasword lama asw jadi gabisa pake member, aplikasi kocak",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Diupdate malah semakin membingungkan.. harus login pakai email gag bisa, daftar malah no hp sdh terdaftar Sebelumnya lancar2 saja,",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
layanannya terbaik,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Kenpa setelah diperbarui malah gak bisa dibuka ???,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True,mixed
Ga bisa login gimana ini aplikasinya udah terkirim ke email tapi ga bisa verifikasi...,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
"Sebelum update, aplikasinya baik2 saja, lancar, smnjak di update dibuka saja tdk bs, selalu mnta log in, error terus, tdk prlu update kalo bikin pusing",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True,mixed
Tolong perbaiki aplikasinya. Masa ia tiap mau nuka aplikasi harus login mulu. Mana pas mau login nya kadang eror pula.,2,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,request
Stlah di update malah ga bs digunakan. Minta regiatrasi tp ga bs masuk....,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Promonya kurang banyak,4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
mantap,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Knpaa hbs d update malah gk bisa d buka sama sekali??😥,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Ak,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Setelah update malah makin erorr.. Sudah bisa lohin gak bisa update profile. Dicoba logout untuk ganti password (kata mbak kasir) malah sekarang gak bisa login... Tim aplikasi nya tolong donk...diperbaiki...,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,True,mixed
My Superindo member tidak bisa di buka.,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True,mixed
"Kenapa g bisa login lagi, kemarin mau di update sama karyawan superindo tapi tidak bisa kemudian dihapus trus download lagi, sampe sekarang tidak bisa login lagi. Apakah ada masukan agar bisa masuk lagi? Sayang sekali kalo ada promo saya tidak bisa menunjukkan atau memgaktifkan member saya",2,Negative,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,True,mixed
Semenjak diupdate jadi ga bisa dibuka nih aplikasi udah login berkali2 ga bisa juga,2,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
"lemot sekarang aplikasi nya,",2,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Tiba2 logout sendri Disuruh login tpi gbsa2.. Gak ada kejelasan..cuma detik waktu aja yg jalan.. Tolong ak mau belanja jdingbsa scane barcode promo2 produk.. Tolong secepatnya diperbaiki,2,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,True,mixed
"Waktu belanja ditanya member tris kata mb kasir auruh update krn tgl 14 Desember yg lama udh gk dipake lanjut update tampilannya mlh bagis yg lama udah gtu mw liat promo koran nya di klik gambar gk keluar2 blank putih aja gtu,mungkin hp aq yg trouble udh coba di reset ulang dll hidup in sama aja gtu males bngt pgn liag promo nya apa2 mlah susah enak kan yg lama gmn min nyesel deh gw update",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Aplikasi tidak bisa dibuka. Sayang sekali mysuperindo telah berhenti😤😩gmn solusinya Sudah download ulang tetap tidak bisa,4,Positive,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,True,mixed
Okay,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Versi terbarunya ga banget tolonggg 😩 jujur bingung bgt pakenya, lebih enak versi sebelumnya gak berat, jelas promonya, cepet juga update promo tiap hari Senin, Kamis, Jumat. Yang sekarang tuh ampun deh bingung tiap di klik banner nya masuknya ke weekly brosur terus, mau cari update promo Senin-Kamis sama JSM tuh susah... Promo khusus membernya juga dikit bgt ga kaya kemaren2 bisa di activate banyak, duh tolong donggg jd sulit bgt ini pakenya huhuhu saya seminggu bisa 3x ke superindo padahal :(",2,Negative,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,True,mixed
Baik,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Superindo bener2 super promo banjir promonya...😍 Dekat rumah lagi...,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Superindo gk ada duanya dimana mana ramai dg pengunjung . Apalagi dideket rumah saya kel.Durenjaya .(permata bekasi2) gk ada matinya Dan paling seru setiap hari ada promo lumayan Juma'at..Sabtu..Minggu..sellau ditunggu ...teytama kayak sy ibu RT. Sukses Suoerindo dh promo2nya ...kasirnya jh baik2 ...☝️,5,Positive,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
"Payah, loginnya ribeeettt, udah di depan kasir tiba² aplikasi logout!",2,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
ok,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"ANEHHHHHH,tiba nga bisa masuk, rugi ya kalo belanja pakai member?",1,Negative,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
"Gak bs login, tiap mau login masukkan email....diminta resend password email gk terdaftar, mau daftar baru no hp sudah terdaftar, apa2an sih nih aplikasi, ngupdate mlah bkin gk bs login",2,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
pembaharuan app yg menyulitkan n app lebih baik yg lama..,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Niat update apa nggak?,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
Membantu sekali pas cari promo :),5,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Pernah belanja tercatat 2 x tapi cepat diperbaiki,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
"Sistem g bagus..g semua bisa masuk otomatis..merugikan customer,",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Wow amazing,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Kok saya ga bisa login padahal sudah ganti sandi. Tolong developer untuk solusinya,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Banyak keuntungan,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Ko di aplikasi saya gak ada my card ya?,2,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,True,informational
"Ribet bgt sumpah !, member sy sdh bertahun2, kl ini suruh update, pwd sama email sama, tapi g bs masuk.. ada countdown y gak jelas spy bs ngulang.. ngabis2in waktu aja. Fired aja yg bikin aplikasi, lbh baik yg model lama.. simple, g ribet",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
"My superindo bikin capek knp pake hrs diperbaharui lg, bkn mempermudah tp mempersulit konsumen",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,request
tiap 3 atau 4 hari selalu up date promo,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Setelah di perbarui mlh nggak bs dibuka,3,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
1.Yang pasti bikin menarik parkir gratis. Tempat parkir cukup luas. 2.Tempat di pinggir jln raya. 3.Suasana tenang saat belanja. 4.Hampir semua kebutuhan rumah tangga. Ada dan lengkap. 5.Semua Pegawai cukup ramah. 6.Banyak discount cukup menarik.,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
"Suruh register ulang tapi tetep gak bisa, payah !!!",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True,mixed
Banyak promo,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Bis update aplikasi makin SUCK ga bisa login pdhl email n sandi betul uda gtu kt ny tunggu notif d email pdhl nggaa ad..YANG BENER AJALAH SUPERINDO,1,Negative,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Aplikasinya lebih bagus dan jelas aplikasi dulu yang ini tidak bagus,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,True,mixed
Belanja di Superindo antapani buat sy menyenangkan.. Srg ada disc n dekat dg rumah.. Gratis parkir..komplit lagi.. 👍👍❤️,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Setelah Di update Malah registrasi susah pula Login pakai FB juga tidak bisa,1,Negative,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,True,mixed
"Login tdk bisa. Buat akun baru, notif email sdh terdaftar. Forgot password link tdk bisa dibuka. Kemudahannya ada dimana ya ?",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Error' Mulu mau dipake belanja malah kaga bisa kebuka,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True,mixed
Lumayan membantu utk liat promo,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Sangat membantu,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Aplikasi aneh, tetiba suruh login lagi Padahal dah jadi anggota lama dan gak logout, tapi login gak bisa2 email salah lah blablabla, coba login pakai FB tetap gak bisa, menyebabkan",1,Negative,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,True,mixed
Habis update versi terbaru malah nggak bisa dibuka 😤,1,Negative,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
"Saya perbarui aplikasi tidak bisa ,berkali kali minta pembaharuan lagi",4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True,mixed
"Jd ribet,lbh simple yg sebelumnya",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Kenapa tidak bisa d buka,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True,mixed
Abs update malah gak bs login.. Mau login aja timer nya sampe 5 menit.. Payaaahhh,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
Mantap,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Lah mau log in ga bs hrs pke alamat email, dblg tdk terdaftar terus.. Knp ga ad pilihan log in pke no HP, sign up aj ga bs dblg no hp sudah terdaftar jd ga jelas ini aplikasi",1,Negative,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
Baik,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Sangat membantu dalam berbelanja,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Setelah update malah ga bisa login, padahal udah verifiiasi email dari link yg disediakan.",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Gak bisa masuk meski sdh dicoba lupa password,2,Negative,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True,mixed
Cepat dan pelayanan baik,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Cukup baik,4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Minta up date terus, habis di update malah log out sendiri",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Sangat jelek setelah di perbaharui payah,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,True,complaint
"Superindo pelayanan sdh bagus,promonya lebih banyak lagi dong",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Signal sering putus putus,4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Suka belanja di Superindo tempatnya nyaman dan menyenangkan,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Alhamdulillah..aplikasi membantu keuangan belanja,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Gak bisa di buka susah sangat,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True,mixed
Mantullll.. Banyakin lg promo nya 🥰🥰🥰,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Aplikasi d perbaharui namun mempersulit member. Member tidak bisa login bahkan daftarpun tidak bisa.,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,True,mixed
Dpt hrg bed utk barang tertentu,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Adanya aplikasi ini sgt membantu update brg2 yg lg promo.,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
"Habis di update ternyata gak bisa di buka pas login, padahal email dan password sudah benar. Saya reset password pun juga tetep gak bisa di buka. Dan ternyata bukan akun sy aja yg bermasalah. Semoga cepat di perbaiki!",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,True,mixed
"Enak belanja di superindo,murah banyak diskon..",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
"Aplikasi sungguh abal2, amatiran dan tdk layak untuk di instal",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Disuruh update tp setelah di update mlh ga bisa buat login.. hadeeehh menyesal,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Aplikasi jaman batu. Kmren2 lemot ini makin lemot setelah diupdate,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Diminta update sama kasir superindo, aplikasi baru tdk bisa untuk login, email tidak terdaftar, bikin akun baru nomor sudah terdaftar.",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Setelah update...susah login...begitu akhirnya bisa login...hrs hubungkan dgn no kartu member...lah kartunya g pernah punya...selama ini pakai app aja...siapa yg hafal 12 no kartu?????kl belum siap utk perubahan sistem...y g usah...,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
"Masih mending versi lama. Sekarang tidak bisa digunakan, tiba tiba keluar sendiri.",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,True,mixed
"Saya pake aplikasi ini udh mau 2 tahun, jujur sebelum diupdate tgl 16 kmrin Lancar2 aja. Setelah di update gK bisa masuk, mesti verifikasi trs. Setelah verifikasipun ttep aja gak bisa masuk. Tolong dong superindo diperbaikin Aplikasinya.",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True,mixed
Susah log in. Aplikasi minta di update tp setelah di update malah nda bs masuk. Aplikasi nya payahh 😩,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Full banyak diskon promonya,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Mantap,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Bagusan aplikasi yg dulu. Mau buka suruh update mulu.,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
"Parah sih ini, disuruh update tapi sekalinya update ga bisa login email salah terus. Daftar ulang pun ga bisa nomor telpon sudah digunakan. Haduuh",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
"Kenapa aplikasi Superindo slalu begini tau2 hilang ??.disuruh update tp begitu di login gk bisa2, tolong bikin aplikasi jangan nyusahin gini dong",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,True,mixed
"Bagus sih bisa tau promo, tambahn fitur dong , belanja dpet poin klo membeer",3,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
setelah update malah gabisa log in. ga jelas,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
Menyenangkn,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Kenapa aplikasinya minta update terus ya, terakhir update tgl 8 november.. Sekarang minta update lg tgl 17 november.. Proses update nya lama bgt ga jalan2.. apa lagi error aplikasinya? Mau belanja malah ga bisa kebuka aplikasinya.. Ga biasanya ky gini, dulu ga pake update2 juga mudah digunakan aplikasinya. Sekarang malah suka ke logout sendiri dn minta update terus 😏🙄😌🤨🤔",2,Negative,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True,mixed
Bagus,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Bagus2 barangnya dan.murah,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Jelek,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,True,complaint
"Kecewa, knp jadi tidak bisa log in lg , semua data sdh sesuai, tp tetap aja nggak bisa.",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,True,mixed
"Boro2 update install baru aja aplikasi ini aneh, baru daftar pake alamat email giliran mau login katanya alamat email salah",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
Sangat membantu,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Speclesss nggak bs ngomong, ada aplikasi kaya begini",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
Semua ok,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Keuntungan banyak,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Bagus,, dapat diskon lumayan Tapi kadang susah buat update",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Sampai hari ini tidak bisa dibuka,2,Negative,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True,mixed
Aplikasi keren. Promonya melimpah ruah 👍,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
aplikasi nya bagus bingitt,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Mantap ga ada kata kata lain lagi,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
"Paraaahhhh,, giliran mau pakai member suruh update kagak mau di update,, ya wislah",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
Super sekali,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Pagi ini Kamis, 17 November 2022 mau liat promo katalog mingguan yang biasa di update tiap hari Kamis aplikasi Mysuperindo keluar sendiri mungkin update karena tampilan beda, tapi pas log in gabisa jelas jelas email dan password sama, bahkan suruh ganti masuk lewat email juga tetep gabisa,gimana mau klaim promonya kalo aplikasi nya aja begini, padahal saya user lama belanja dengan Mysuperindo TOLONG SEGERA DI PERBAIKI",1,Negative,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
"bantu penjelasannya, update aplikask trs claim voucher 15rb, sudah diklaim, tulisan terbatas, sy mau pakai tgl 17/11 tulisannya promo out of stock, jadi ini sistemnya claim voucher, tapi harus segera dibelanjakan secepatnya? jadi utk apa claim diawal?",2,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
"Udah di update malah gak bsa login, daftar baru pun gak bisa, hadehhh",2,Negative,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True,mixed
Gak bs dibuka,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Sangat berguna dan menguntungkan,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Sudah di upgraade, daftar email dan password... Dibuka: email atau password tidak sesuai dg yg didaftarkan.",1,Negative,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
Knp ga bisa masuk suruh update tapi udh masukin email dan password gabisa2🤨🧐☹️,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Mantafff,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Banyak promonya , di sini buah nya lebih murah²",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Biasa ny login lewat app biru. Eh skrg gak bs lagi. Login pake hp no ny sudah terpakai. Gmn tuh .....,3,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
Lebih baik,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Memudahkan untuk melihat barang2 promo,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Belanja di superindo bnyk promonya belanja jadi hemat,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Tetiba diharuskan update, kalau g update ga bisa buka aplikasi. Lanjut update dan instal dong... Sudah berhasil login, giliran mau buka aplikasi next time... tetiba ngehang.. sejak instal update an, hp jd ngehang... Hasilnya, aku bingung gimana caranya nyari info promo koran, sampai sekarang blm ketemu 😭😭😭",2,Negative,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
"Setelah update, malah gabisa masuk . Pdhal mau liat promo .",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
Ok,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Tidak dapat diupdate ulang,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Terimakasih,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Aplikasi jadi susah digunakan, sangat mengecewakan",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,True,complaint
"Lebih bagus kalau ada pencarian, jadi kalau pas butuh barang A, tinggal ketik dan bisa tahu tersedia atau gak, harganya brapa, trus barang ready di cabang mana aja,, Soalnya saya pernah waktu diskon muesli, cari di cabang Soekarno Hatta semarang gak ada, harus cari2 lagi sampai ke cabang Moch Suyudi Kranggan Semarang",4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,True,mixed
